,Churn Value,Churn Score,Monthly Charges,Total Charges,Tenure Months,CLTV,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Internet Service,Contract,Paperless Billing
6029,0,40,94.75,1691.9,18,4477,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1
6030,0,29,93.0,2248.05,24,5886,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1
6031,0,38,71.9,4479.2,63,5816,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1
6032,0,43,77.55,3471.1,44,5044,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1
6033,0,71,19.85,63,4,5918,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6034,0,29,95.25,3314.15,37,2969,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
6035,0,29,25.05,852.7,34,3800,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6036,0,43,53.15,1930.9,35,5638,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
6037,0,26,20.15,91.4,4,2198,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6038,0,77,101.25,3949.15,39,3172,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1
6039,0,65,100.55,4304,43,4499,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1
6040,0,71,25.3,1554.9,61,4501,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
6041,0,79,71.8,3472.05,49,6193,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0
6042,0,43,19.7,117.8,4,5018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6043,0,56,49.85,3210.35,64,5644,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0
6044,0,39,69.6,207.4,3,5487,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6045,0,27,19.75,19.75,1,3068,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
6046,0,26,80.8,3132.75,40,3387,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
6047,0,34,64.2,2106.3,34,2225,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
6048,0,54,35.0,35,1,4099,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6049,0,24,19.2,903.7,45,3451,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6050,0,27,90.65,3882.3,43,2496,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1
6051,0,60,20.0,879.8,41,5743,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6052,0,34,74.65,383.65,5,3319,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
6053,0,38,61.2,4390.25,72,4085,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1
6054,0,35,19.95,68.2,4,2195,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6055,0,73,54.8,452.8,9,2848,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
6056,0,29,73.45,5329,72,5540,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1
6057,0,59,51.45,1758.9,33,4935,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
6058,0,62,80.45,5737.6,72,4202,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
6059,0,51,85.3,1219.85,15,5559,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6060,0,21,79.3,2414.55,29,3172,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
6061,0,76,76.5,1155.6,15,3851,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0
6062,0,51,25.4,1809.35,72,6141,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
6063,0,64,86.85,1564.4,19,5072,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
6064,0,31,19.65,19.65,1,3192,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6065,0,70,45.55,84.4,2,4372,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6066,0,50,78.1,864.85,11,2333,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1
6067,0,77,19.3,228.75,12,2868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6068,0,64,110.5,7752.05,70,5979,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1
6069,0,43,20.3,470.6,23,3630,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6070,0,69,81.35,4060.9,49,4537,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0
6071,0,67,55.3,108.65,2,4594,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
6072,0,28,56.55,3952.65,69,4162,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0
6073,0,31,19.7,494.05,24,3594,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6074,0,60,104.05,3416.85,32,2335,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
6075,0,23,52.85,1498.65,27,2842,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
6076,0,33,80.65,4807.35,58,6043,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
6077,0,78,24.65,471.35,18,5231,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
6078,0,30,21.3,1041.8,47,2861,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6079,0,53,110.2,7689.8,70,4098,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1
6080,0,56,51.05,1815,36,2161,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
6081,0,75,19.8,1311.3,67,4260,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6082,0,65,19.9,199.45,10,5811,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6083,0,70,87.3,1637.3,19,4447,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
6084,0,54,19.85,1326.35,71,6342,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6085,0,52,89.4,6376.55,72,6044,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
6086,0,50,20.0,935.9,48,2608,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6087,0,79,20.05,20.05,1,2067,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6088,0,43,83.25,1611.15,18,2065,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0
6089,0,52,102.9,6989.7,67,5869,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0
6090,0,53,39.1,2779.5,69,5987,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
6091,0,47,114.5,8331.95,72,6051,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
6092,0,71,20.2,735.9,38,4947,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6093,0,78,55.8,2283.3,40,3587,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
6094,0,51,24.2,1445.2,61,6201,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
6095,0,78,72.8,2333.05,32,3278,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1
6096,0,74,99.85,1992.55,21,2113,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
6097,0,50,99.5,5890,59,5513,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
6098,0,64,20.25,1029.8,47,5134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6099,0,22,26.0,1796.55,69,4933,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
6100,0,58,19.9,33.7,2,5824,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6101,0,30,19.05,454.05,22,4312,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
6102,0,61,96.5,1392.25,15,2394,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
6103,0,36,19.85,1049.6,53,6338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6104,0,80,25.7,734.6,28,3136,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
6105,0,50,20.3,475.1,22,4510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6106,0,46,91.55,1540.05,16,4045,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1
6107,0,26,39.4,1978.65,48,5701,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
6108,0,54,105.7,3181.8,30,2455,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
6109,0,46,70.25,229.7,3,2156,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6110,0,75,93.75,5625.55,57,4276,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0
6111,0,54,60.0,1347.15,23,3835,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
6112,0,37,59.8,3808.2,65,6034,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
6113,0,26,90.65,3974.15,44,3786,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1
6114,0,35,109.0,7661.8,71,4204,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1
6115,0,60,68.1,2479.25,37,2873,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
6116,0,60,20.4,266.6,12,4497,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6117,0,59,81.95,5601.4,69,6182,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1
6118,0,34,60.55,1982.6,35,3463,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0
6119,0,65,65.6,339.9,5,5636,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1
6120,0,25,82.5,4828.05,58,4348,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6121,0,76,82.3,5980.55,72,5219,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1
6122,0,34,68.15,4808.7,72,4613,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0
6123,0,31,20.3,20.3,1,2507,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6124,0,22,20.2,1068.15,53,6050,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6125,0,54,89.2,2383.6,27,4384,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
6126,0,39,74.8,1438.05,18,4809,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
6127,0,35,20.2,917.45,46,3136,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6128,0,44,84.4,6096.45,72,5046,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1
6129,0,31,25.15,99.95,4,3891,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
6130,0,20,19.8,475.2,25,3875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6131,0,35,50.85,2036.55,40,2819,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1
6132,0,43,102.4,6444.05,63,5096,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1
6133,0,68,55.5,767.55,14,3520,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1
6134,0,53,109.75,7932.5,72,4265,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1
6135,0,66,106.4,4040.65,39,4111,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1
6136,0,48,60.0,2768.65,47,3248,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1
6137,0,63,88.8,1672.35,19,4600,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1
6138,0,27,80.05,1345.65,17,3443,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
6139,0,22,75.55,2425.4,34,5381,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1
6140,0,43,49.55,2077.95,42,3637,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
6141,0,59,23.9,1663.5,71,5471,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6142,0,22,66.4,1286.05,19,4533,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
6143,0,58,18.8,1094.35,57,6466,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6144,0,33,108.4,7719.5,72,4394,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1
6145,0,80,85.95,514.6,6,3291,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
6146,0,64,80.9,4932.5,61,4161,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0
6147,0,57,111.8,5443.65,48,3922,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
6148,0,64,20.6,330.25,16,5667,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6149,0,74,44.6,122.7,3,3122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6150,0,28,105.1,6631.85,65,5649,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0
6151,0,80,115.15,8250,70,4388,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
6152,0,63,59.8,3561.15,60,5488,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
6153,0,25,26.3,1763.55,69,5418,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
6154,0,45,70.55,2419,35,5873,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6155,0,44,20.05,470.2,22,5555,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6156,0,56,79.85,5234.95,66,6236,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0
6157,0,59,90.05,3097,34,4648,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1
6158,0,64,24.45,1709.1,72,5335,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6159,0,37,59.95,1848.8,31,4337,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
6160,0,47,25.35,723.3,30,5915,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
6161,0,20,34.3,577.15,19,4615,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6162,0,53,105.05,6914.95,65,5313,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1
6163,0,30,19.3,602.9,30,4453,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6164,0,41,19.15,124.4,6,5322,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6165,0,58,51.4,96.8,2,2580,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
6166,0,52,71.85,3827.9,53,4903,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0
6167,0,41,75.4,533.05,7,3533,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1
6168,0,46,49.7,2961.4,61,4577,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
6169,0,79,78.75,995.35,13,5631,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1
6170,0,60,81.6,2815.25,35,2300,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1
6171,0,39,70.4,154.8,2,5748,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
6172,0,25,76.1,257.6,3,2650,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
6173,0,25,94.0,5757.2,62,4778,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
6174,0,26,103.95,7517.7,72,4495,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0
6175,0,74,19.95,1234.8,63,5151,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6176,0,35,110.8,3836.3,35,2125,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1
6177,0,61,96.1,6001.45,62,6139,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0
6178,0,57,48.8,720.1,15,2577,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
6179,0,44,50.55,2832.75,55,6250,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
6180,0,64,44.65,472.25,11,4492,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6181,0,26,19.45,1336.35,61,4559,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6182,0,30,89.3,6388.65,71,4658,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
6183,0,77,19.25,677.9,35,2682,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6184,0,53,70.5,1165.6,17,3650,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6185,0,28,19.65,921.55,47,4159,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6186,0,56,20.85,72,3,5867,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6187,0,55,19.65,68.35,3,4852,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6188,0,42,19.35,847.25,44,4975,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
6189,0,75,44.0,44,1,4138,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6190,0,73,94.4,4295.35,44,5019,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0
6191,0,53,75.4,1380.4,18,4792,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
6192,0,32,71.0,4386.2,65,6308,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0
6193,0,29,21.2,52.05,3,2088,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6194,0,21,61.05,2018.4,33,3215,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1
6195,0,26,79.95,2727.3,34,3570,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1
6196,0,68,19.7,263.65,14,2966,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6197,0,45,20.3,275.4,13,5332,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6198,0,30,24.35,538.5,23,4031,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6199,0,34,19.75,948.9,47,3843,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6200,0,33,50.3,846.8,17,3202,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
6201,0,27,50.25,2997.45,59,5546,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
6202,0,37,85.35,5897.4,69,6499,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1
6203,0,45,51.65,524.5,10,4292,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
6204,0,69,24.0,269.65,12,3705,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
6205,0,47,59.85,2341.5,39,3900,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1
6206,0,26,25.45,1789.65,71,5341,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
6207,0,71,23.9,1626.4,71,5574,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6208,0,73,24.15,800.3,33,4501,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6209,0,30,75.7,5060.85,67,5823,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
6210,0,26,50.85,466.6,9,4623,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6211,0,62,91.6,4627.8,52,6069,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1
6212,0,20,98.9,6838.6,70,5980,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
6213,0,46,85.0,85,1,5754,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1
6214,0,57,44.3,44.3,1,4427,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6215,0,51,80.2,4297.6,52,5597,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
6216,0,80,60.9,414.1,6,2191,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6217,0,32,34.2,256.6,7,5100,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
6218,0,77,87.15,2274.1,26,5689,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
6219,0,63,54.3,1296.8,25,3971,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
6220,0,31,19.1,1268.85,69,4535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6221,0,60,112.75,8192.6,72,4927,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
6222,0,64,19.95,59.25,4,3172,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6223,0,50,19.5,1147.85,59,5293,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6224,0,54,65.55,4361.55,67,6035,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
6225,0,37,78.8,2006.1,26,4509,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
6226,0,54,78.2,2078.95,27,2297,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
6227,0,78,105.25,7609.75,72,4427,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
6228,0,76,89.25,487.05,6,4430,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
6229,0,40,20.65,1218.45,62,6403,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6230,0,73,68.7,1416.2,20,2989,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1
6231,0,68,78.65,483.3,6,2724,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0
6232,0,46,24.75,1234.6,51,5080,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6233,0,22,19.75,1311.6,61,6108,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6234,0,25,89.1,5618.3,62,4415,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
6235,0,78,84.7,6185.15,72,4520,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
6236,0,58,59.9,788.35,13,5254,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
6237,0,75,19.95,756.4,38,3614,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6238,0,24,108.9,3625.2,34,5151,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
6239,0,21,33.6,550.35,18,5388,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
6240,0,28,85.85,4793.8,56,5058,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1
6241,0,50,34.85,1267.2,36,4452,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
6242,0,23,95.3,5567.45,57,4912,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1
6243,0,39,84.6,5706.2,70,5679,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
6244,0,63,44.95,3085.35,68,5750,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
6245,0,29,24.7,24.7,1,3518,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
6246,0,44,100.3,3541.4,37,4040,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0
6247,0,77,25.45,84.2,4,2616,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
6248,0,30,50.7,50.7,1,3007,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
6249,0,68,55.0,1165.55,20,4481,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
6250,0,79,68.4,4855.35,72,5504,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0
6251,0,21,55.05,608.15,11,2762,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
6252,0,42,19.8,641.35,33,2635,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6253,0,60,84.45,4959.15,62,4166,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
6254,0,55,35.9,35.9,1,3929,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6255,0,55,80.75,1321.3,16,2942,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
6256,0,67,78.65,1663.75,22,3571,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1
6257,0,39,61.75,3024.15,49,5511,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
6258,0,31,63.7,2188.5,36,2504,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1
6259,0,48,87.6,2724.25,31,5094,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
6260,0,27,89.15,413.25,5,2576,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1
6261,0,74,20.0,1374.2,66,5011,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6262,0,38,104.4,6692.65,64,5617,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1
6263,0,23,20.05,218.5,10,2049,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
6264,0,65,34.3,1004.75,29,2555,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
6265,0,49,20.65,1125.6,57,4193,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6266,0,49,84.25,3847.6,46,3509,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
6267,0,68,19.65,978,53,5878,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6268,0,42,79.85,1387.35,17,5574,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0
6269,0,63,20.2,746.05,38,2631,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6270,0,28,19.8,304.6,15,5753,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6271,0,73,50.35,1098.85,22,2875,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
6272,0,76,74.6,4368.95,57,4546,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
6273,0,20,79.15,827.7,11,3355,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
6274,0,38,20.35,20.35,1,4836,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6275,0,25,21.05,262.05,12,4843,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
6276,0,76,94.7,3512.5,36,4671,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1
6277,0,76,74.95,151.75,2,3969,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6278,0,25,111.95,8033.1,72,4004,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
6279,0,45,19.85,1253.65,62,4278,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6280,0,63,89.75,552.65,6,2370,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
6281,0,28,20.05,1036,48,2964,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6282,0,32,108.95,4025.5,35,5903,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1
6283,0,34,19.65,928.4,52,4279,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6284,0,61,24.9,24.9,1,5318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6285,0,69,93.2,6506.15,71,4493,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
6286,0,66,84.8,5598.3,67,6072,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
6287,0,71,71.75,4374.55,60,4964,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1
6288,0,62,30.35,678.75,23,4960,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
6289,0,72,54.85,2191.7,39,3884,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0
6290,0,59,19.5,239.75,15,5471,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
6291,0,46,24.2,609.05,24,5865,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
6292,0,31,19.35,683.75,37,2360,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
6293,0,40,100.65,5189.75,50,5791,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1
6294,0,70,94.1,5060.9,54,4084,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
6295,0,58,74.55,233.65,3,5125,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
6296,0,78,56.15,291.45,5,5232,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6297,0,71,20.35,689.75,33,2507,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6298,0,29,80.55,3263.9,41,4176,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
6299,0,37,61.25,1993.2,34,3607,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0
6300,0,25,20.45,254.5,13,5417,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
6301,0,51,18.9,347.65,20,4277,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
6302,0,68,19.6,967.9,51,4224,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
